"standard_id","area_id","tier_pct","household_size_min","household_size_max","amount","effective_date","expires_date","variant","source_url","notes"
"USDA-502-GUARANTEED","OR-COOS","80","1","4","66900","2026-07-13","","guaranteed","https://www.rd.usda.gov/resources/directives/handbooks","FY2026 USDA guaranteed, Coos County, OR (LOW INCOME), HB-1-3555 Appendix 5 PN 657"
"USDA-502-GUARANTEED","OR-COOS","80","5","8","88350","2026-07-13","","guaranteed","https://www.rd.usda.gov/resources/directives/handbooks","FY2026 USDA guaranteed, Coos County, OR (LOW INCOME), HB-1-3555 Appendix 5 PN 657"
"USDA-502-GUARANTEED","OR-COOS","115","1","4","122800","2026-07-13","","guaranteed","https://www.rd.usda.gov/resources/directives/handbooks","FY2026 USDA guaranteed, Coos County, OR (MOD.INC-GUAR.LOAN), HB-1-3555 Appendix 5 PN 657"
"USDA-502-GUARANTEED","OR-COOS","115","5","8","162100","2026-07-13","","guaranteed","https://www.rd.usda.gov/resources/directives/handbooks","FY2026 USDA guaranteed, Coos County, OR (MOD.INC-GUAR.LOAN), HB-1-3555 Appendix 5 PN 657"
"USDA-502-GUARANTEED","OR-CURRY","50","1","4","41800","2026-07-13","","guaranteed","https://www.rd.usda.gov/resources/directives/handbooks","FY2026 USDA guaranteed, Curry County, OR (VERY LOW INCOME), HB-1-3555 Appendix 5 PN 657"
"USDA-502-GUARANTEED","OR-CURRY","50","5","8","55200","2026-07-13","","guaranteed","https://www.rd.usda.gov/resources/directives/handbooks","FY2026 USDA guaranteed, Curry County, OR (VERY LOW INCOME), HB-1-3555 Appendix 5 PN 657"
"USDA-502-GUARANTEED","OR-CURRY","80","1","4","66900","2026-07-13","","guaranteed","https://www.rd.usda.gov/resources/directives/handbooks","FY2026 USDA guaranteed, Curry County, OR (LOW INCOME), HB-1-3555 Appendix 5 PN 657"
"USDA-502-GUARANTEED","OR-CURRY","80","5","8","88350","2026-07-13","","guaranteed","https://www.rd.usda.gov/resources/directives/handbooks","FY2026 USDA guaranteed, Curry County, OR (LOW INCOME), HB-1-3555 Appendix 5 PN 657"
"USDA-502-GUARANTEED","OR-CURRY","115","1","4","122800","2026-07-13","","guaranteed","https://www.rd.usda.gov/resources/directives/handbooks","FY2026 USDA guaranteed, Curry County, OR (MOD.INC-GUAR.LOAN), HB-1-3555 Appendix 5 PN 657"
"USDA-502-GUARANTEED","OR-CURRY","115","5","8","162100","2026-07-13","","guaranteed","https://www.rd.usda.gov/resources/directives/handbooks","FY2026 USDA guaranteed, Curry County, OR (MOD.INC-GUAR.LOAN), HB-1-3555 Appendix 5 PN 657"
"USDA-502-GUARANTEED","OR-DOUGLAS","50","1","4","41800","2026-07-13","","guaranteed","https://www.rd.usda.gov/resources/directives/handbooks","FY2026 USDA guaranteed, Douglas County, OR (VERY LOW INCOME), HB-1-3555 Appendix 5 PN 657"
